OBJECTID,GEOID10,GEOID20,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,CSA,CSA_Name,CBSA,CBSA_Name,CBSA_POP,CBSA_EMP,CBSA_WRK,Ac_Total,Ac_Water,Ac_Land,Ac_Unpr,TotPop,CountHU,HH,P_WrkAge,AutoOwn0,Pct_AO0,AutoOwn1,Pct_AO1,AutoOwn2p,Pct_AO2p,Workers,R_LowWageWk,R_MedWageWk,R_HiWageWk,R_PCTLOWWAGE,TotEmp,E5_Ret,E5_Off,E5_Ind,E5_Svc,E5_Ent,E8_Ret,E8_off,E8_Ind,E8_Svc,E8_Ent,E8_Ed,E8_Hlth,E8_Pub,E_LowWageWk,E_MedWageWk,E_HiWageWk,E_PctLowWage,D1A,D1B,D1C,D1C5_RET,D1C5_OFF,D1C5_IND,D1C5_SVC,D1C5_ENT,D1C8_RET,D1C8_OFF,D1C8_IND,D1C8_SVC,D1C8_ENT,D1C8_ED,D1C8_HLTH,D1C8_PUB,D1D,D1_FLAG,D2A_JPHH,D2B_E5MIX,D2B_E5MIXA,D2B_E8MIX,D2B_E8MIXA,D2A_EPHHM,D2C_TRPMX1,D2C_TRPMX2,D2C_TRIPEQ,D2R_JOBPOP,D2R_WRKEMP,D2A_WRKEMP,D2C_WREMLX,D3A,D3AAO,D3AMM,D3APO,D3B,D3BAO,D3BMM3,D3BMM4,D3BPO3,D3BPO4,D4A,D4B025,D4B050,D4C,D4D,D4E,D5AR,D5AE,D5BR,D5BE,D5CR,D5CRI,D5CE,D5CEI,D5DR,D5DRI,D5DE,D5DEI,D2A_Ranked,D2B_Ranked,D3B_Ranked,D4A_Ranked,NatWalkInd,Shape_Length,Shape_Area
204797,4.90E+11,4.90E+11,49,49,1106,2,482,"Salt Lake City-Provo-Orem, UT",39340,"Provo-Orem, UT",601388,231279,261327,182.745276,0,182.745276,182.745276,2141,703,691,0.608,27,0.039073806,88,0.127351664,576,0.83357453,996,300,351,345,0.301204819,274,1,27,19,227,0,1,27,19,212,0,0,15,0,74,119,81,0.270072993,3.846884666,11.71576112,1.499354763,0.005472098,0.147746637,0.103969856,1.242166172,0,0.005472098,0.147746637,0.103969856,1.160084707,0,0,0.082081465,0,5.346239429,0,0.396526773,0.425441056,0.36645498,0.491734721,0.380590888,0.474760034,0.417942862,0.455336811,0.942772701,0.226915114,0.431496063,3.635036496,0.071716352,23.67825163,1.333819498,2.543424293,19.80100784,115.623235,0,21.01285507,0,136.583558,10.50642754,567.29,0,0.178149408,4,14.00857005,0.001868286,56395,49551,49397,30006,0.004127534,0.796123495,0.003847023,0.750932016,0.008097591,0.695017799,0.007072543,0.672448568,9,5,15,15,12.33333333,3456.338588,739558.7472
204798,4.90E+11,4.90E+11,49,49,1107,1,482,"Salt Lake City-Provo-Orem, UT",39340,"Provo-Orem, UT",601388,231279,261327,166.4833779,0,166.4833779,166.4833779,1945,518,518,0.611,52,0.1003861,0,0,466,0.8996139,850,276,278,296,0.324705882,79,0,13,18,48,0,0,13,18,22,0,0,26,0,36,26,17,0.455696203,3.111421732,11.68284801,0.474521847,0,0.078085874,0.108118902,0.288317072,0,0,0.078085874,0.108118902,0.132145325,0,0,0.156171747,0,3.585943579,0,0.152509653,0.852602631,0.581991838,0.977945471,0.651963648,0.371305069,0.317810162,0.336057964,0.070966069,0.078063241,0.17007535,10.75949367,5.77E-05,18.26995953,0,0,18.26995953,121.7812869,0,0,0,142.236422,26.90959336,1131.91,0,0.155721269,4.33,16.64550561,0.002226221,54337,47543,40981,27507,0.00397691,0.767070881,0.003691127,0.720501318,0.006717967,0.576604336,0.006483518,0.616444803,7,14,16,13,13.16666667,3278.451045,673749.7166
204799,4.90E+11,4.90E+11,49,49,1107,2,482,"Salt Lake City-Provo-Orem, UT",39340,"Provo-Orem, UT",601388,231279,261327,200.3197693,0,200.3197693,200.3197693,2189,775,698,0.58,56,0.080229226,159,0.227793696,483,0.691977077,966,265,368,333,0.274327122,976,368,61,80,254,213,368,61,80,116,213,28,110,0,486,352,138,0.49795082,3.86881436,10.92752856,4.872210084,1.837062819,0.30451313,0.399361482,1.267972706,1.063299947,1.837062819,0.30451313,0.399361482,0.579074149,1.063299947,0.139776519,0.549122038,0,8.741024444,0,1.398280802,0.887644048,0.887644048,0.863008687,0.807590562,0.843986908,0.800514358,0.87644235,0.497295441,0.616745656,0.994850669,0.989754098,0.989806409,18.32184586,0,2.824731472,15.49711439,121.4570089,0,25.55913487,3.194891858,127.7956743,15.97445929,854.29,0,0,6,19.16935115,0.002740978,53024,46228,39172,25429,0.003880812,0.74853537,0.003589033,0.700572849,0.006421419,0.551151633,0.005993725,0.569875846,19,19,16,13,16,3663.905388,810680.9567
204800,4.90E+11,4.90E+11,49,49,1108,2,482,"Salt Lake City-Provo-Orem, UT",39340,"Provo-Orem, UT",601388,231279,261327,179.2927948,0,179.2927948,179.2927948,2220,831,770,0.617,11,0.014285714,259,0.336363636,500,0.649350649,927,244,388,295,0.263214671,1922,693,280,133,672,144,693,163,133,466,144,20,186,117,767,650,505,0.399063476,4.634876716,12.38198112,10.71989537,3.865185998,1.561691312,0.741803373,3.74805915,0.803155532,3.865185998,0.909127443,0.741803373,2.599100541,0.803155532,0.111549379,1.037409229,0.65256387,15.35477208,0,2.496103896,0.866648332,0.866648332,0.838425173,0.838425173,0.889859735,0.764557381,0.835467527,0.447208332,0.92805408,0.650754651,0.482310094,0.595895534,19.20442813,1.96241331,3.47195004,13.77006478,101.1797491,3.569580142,53.54370214,10.70874043,71.39160285,7.139160285,783.21,0.195908903,0.762581379,20.33,72.5695643,0.009157658,56379,48634,60451,38028,0.004126363,0.795897624,0.003775829,0.737035129,0.00990966,0.850548028,0.008963363,0.85222536,20,20,14,14,16,3508.813262,725587.548
204801,4.90E+11,4.90E+11,49,49,10103,3,482,"Salt Lake City-Provo-Orem, UT",39340,"Provo-Orem, UT",601388,231279,261327,18316.23759,0,18316.23759,11630.49377,2475,604,604,0.49,12,0.01986755,47,0.07781457,545,0.902317881,1196,277,388,531,0.231605351,61,0,0,53,8,0,0,0,53,8,0,0,0,0,18,26,17,0.295081967,0.051932447,0.212802659,0.005244833,0,0,0.004556986,0.000687847,0,0,0,0.004556986,0.000687847,0,0,0,0,0.05717728,0,0.100993377,0.560576943,0.241427348,0.560576943,0.186858981,0.311450414,0.128986951,0.096284025,1.92E-08,0.048107256,0.097056484,19.60655738,8.30E-09,1.347325193,0.007222753,0.209329588,1.130772852,2.726393986,0.034941674,0.698833477,0.139766695,2.131442105,0.698833477,-99999,0,0,-99999,-99999,-99999,5591,8322,-99999,-99999,0.000409204,0.078927679,0.000646101,0.126117661,-99999,-99999,-99999,-99999,5,2,3,1,2.5,40737.06953,74124799.59
204802,4.90E+11,4.90E+11,49,49,10104,1,482,"Salt Lake City-Provo-Orem, UT",39340,"Provo-Orem, UT",601388,231279,261327,1002.420948,0,1002.420948,884.85361,1688,380,380,0.507,0,0,67,0.176315789,313,0.823684211,832,219,220,393,0.263221154,151,1,8,46,95,1,1,8,46,25,1,59,11,0,71,37,43,0.470198675,0.429449567,1.907660183,0.170649697,0.00113013,0.009041044,0.051986,0.107362392,0.00113013,0.00113013,0.009041044,0.051986,0.028253261,0.00113013,0.066677696,0.012431435,0,0.600099264,0,0.397368421,0.544132687,0.544132687,0.739988993,0.692470581,0.472199655,0.450558775,0.46545816,0.713785983,0.164219685,0.307222787,5.509933775,0.010999189,6.337267272,0,2.98660505,3.350662222,30.01948438,0,15.32290404,1.27690867,21.06899306,4.469180346,474.76,0,0,1,0.638454335,0.000592417,17550,21010,268,1886,0.00128448,0.247751881,0.001631167,0.318400873,4.39E-05,0.003770771,0.000444538,0.042266147,9,15,7,16,11.66666667,10073.332,4056740.407
204803,4.90E+11,4.90E+11,49,49,10104,2,482,"Salt Lake City-Provo-Orem, UT",39340,"Provo-Orem, UT",601388,231279,261327,115.6857954,0,115.6857954,109.29944,1824,452,452,0.48,0,0,49,0.10840708,403,0.89159292,972,242,277,453,0.248971193,108,0,4,16,43,45,0,4,16,3,45,6,34,0,57,42,9,0.527777778,4.135428324,16.68810014,0.988111193,0,0.036596711,0.146386843,0.393414641,0.411712997,0,0.036596711,0.146386843,0.027447533,0.411712997,0.054895066,0.311072042,0,5.123539517,0,0.238938053,0.819745724,0.706090534,0.777846594,0.670234759,0.440839621,0.541916827,0.589853713,0.605798577,0.111801242,0.2,9,0.000335463,32.35296619,0,5.566553106,26.78641308,180.7765588,0,55.32226301,11.0644526,116.1767523,55.32226301,658.49,0,0,1,5.532226301,0.000548246,20916,23776,3038,4805,0.001530836,0.295269421,0.001845913,0.360318856,0.000498016,0.042744784,0.001132559,0.107682309,8,14,19,14,14.66666667,3128.426144,468174.7019
204804,4.90E+11,4.90E+11,49,49,10104,4,482,"Salt Lake City-Provo-Orem, UT",39340,"Provo-Orem, UT",601388,231279,261327,640.9932144,0,640.9932144,632.28706,3081,697,697,0.452,0,0,81,0.116212339,616,0.883787661,914,217,272,425,0.237417943,52,14,3,15,20,0,14,3,15,13,0,0,7,0,20,19,13,0.384615385,1.102347405,4.872786737,0.082241126,0.022141842,0.00474468,0.023723402,0.031631202,0,0.022141842,0.00474468,0.023723402,0.020560282,0,0,0.011070921,0,1.184588532,0,0.074605452,0.897337386,0.772924353,0.927647898,0.717977239,0.21033144,0.24576302,0.260128089,0.000979327,0.033195021,0.107660455,17.57692308,6.32E-08,11.53399353,0,2.276208565,9.257784963,64.92424423,0,19.96901014,2.995351521,54.91477789,11.98140609,-99999,0,0,1,0.998450507,0.00032457,19670,22255,-99999,-99999,0.001439642,0.277679744,0.001727826,0.337268512,-99999,-99999,-99999,-99999,3,16,11,1,7.166666667,7673.092429,2594063.094
204805,4.90E+11,4.90E+11,49,49,10404,2,482,"Salt Lake City-Provo-Orem, UT",39340,"Provo-Orem, UT",601388,231279,261327,320.5695017,0,320.5695017,316.42403,2077,554,538,0.453,42,0.078066914,46,0.085501859,450,0.836431227,1301,409,334,558,0.314373559,134,4,8,26,91,5,4,8,26,30,5,41,20,0,52,41,41,0.388059701,1.750815196,6.563976826,0.423482376,0.012641265,0.02528253,0.082168222,0.287588778,0.015801581,0.012641265,0.02528253,0.082168222,0.094809487,0.015801581,0.129572966,0.063206325,0,2.174297572,0,0.249070632,0.606886156,0.606886156,0.871192309,0.815248673,0.387520688,0.458635089,0.491552207,0.42768215,0.121212121,0.186759582,9.708955224,0.000165101,18.27987626,0,0,18.27987626,88.54641458,0,0,0,111.8010285,13.97512856,-99999,0,0,-99999,-99999,-99999,13963,18918,-99999,-99999,0.001021948,0.197114502,0.001468749,0.286697178,-99999,-99999,-99999,-99999,7,19,13,1,9,5060.939505,1297325.042
204806,4.90E+11,4.90E+11,49,49,10405,2,482,"Salt Lake City-Provo-Orem, UT",39340,"Provo-Orem, UT",601388,231279,261327,267.9935405,0,267.9935405,267.9935405,2046,566,557,0.565,6,0.010771993,97,0.174147217,454,0.81508079,1234,338,394,502,0.273905997,102,0,16,29,57,0,0,16,29,31,0,15,11,0,27,45,30,0.264705882,2.111991203,7.63451237,0.380606189,0,0.059702932,0.108211563,0.212691694,0,0,0.059702932,0.108211563,0.11567443,0,0.055971498,0.041045765,0,2.492597392,0,0.183123878,0.885968912,0.604767867,0.952001005,0.73682596,0.419510158,0.337242719,0.351311763,0.103185944,0.094972067,0.152694611,12.09803922,1.51E-05,18.07374369,0.382805325,0.40503669,17.28590168,73.2698257,0,2.388117261,0,100.300925,4.776234523,-99999,0,0,-99999,-99999,-99999,14749,19348,-99999,-99999,0.001079475,0.208210399,0.001502133,0.293213712,-99999,-99999,-99999,-99999,8,17,12,1,8.5,6053.719567,1084554.743
204807,4.90E+11,4.90E+11,49,49,10407,1,482,"Salt Lake City-Provo-Orem, UT",39340,"Provo-Orem, UT",601388,231279,261327,1509.861555,0,1509.861555,1507.71164,1252,368,332,0.48,0,0,55,0.165662651,277,0.834337349,680,197,219,264,0.289705882,745,45,3,53,622,22,45,3,53,16,22,32,574,0,237,259,249,0.318120805,0.244078503,0.830397516,0.494126317,0.029846556,0.00198977,0.03515261,0.412545731,0.01459165,0.029846556,0.00198977,0.03515261,0.010612109,0.01459165,0.021224218,0.380709404,0,0.73820482,0,2.243975904,0.394200279,0.394200279,0.46373148,0.433952951,0.589683025,0.423576035,0.456466412,0.43656857,0.746119179,0.954385965,0.912751678,0.916449493,6.904510544,0.095487102,1.228641156,5.580382286,16.81955536,0,2.967159463,1.695519693,13.98803747,3.81491931,-99999,0,0,3,1.27163977,0.002396166,13224,17389,-99999,-99999,0.000967861,0.186682101,0.001350041,0.263525596,-99999,-99999,-99999,-99999,13,6,6,1,5.5,12327.18991,6110320.496
204808,4.90E+11,4.90E+11,49,49,10407,2,482,"Salt Lake City-Provo-Orem, UT",39340,"Provo-Orem, UT",601388,231279,261327,382.4364229,14.3340239,368.102399,361.8518,1340,360,360,0.536,7,0.019444444,49,0.136111111,304,0.844444444,644,185,209,250,0.287267081,433,24,125,50,211,23,24,23,50,34,23,128,49,102,192,102,139,0.443418014,0.994882435,3.703173509,1.196622485,0.066325496,0.34544529,0.138178116,0.58311165,0.063561933,0.066325496,0.063561933,0.138178116,0.093961119,0.063561933,0.353735977,0.135414554,0.281883357,2.19150492,0,1.202777778,0.791889715,0.791889715,0.898624318,0.898624318,0.77287995,0.659325403,0.710740542,0.58513109,0.488437676,0.804085422,1.487297921,0.614283997,22.25306863,0,1.475557035,20.77751159,172.7623622,0,10.43187985,8.693233211,159.9554911,50.42075262,883.8,0,0,3,5.215939927,0.002238806,14084,18401,5315,8401,0.001030804,0.198822649,0.00142861,0.278862183,0.000871282,0.074782266,0.001980152,0.18827036,18,20,18,13,16.66666667,6314.363809,1547698.33
204809,4.90E+11,4.90E+11,49,49,10408,1,482,"Salt Lake City-Provo-Orem, UT",39340,"Provo-Orem, UT",601388,231279,261327,445.5450216,0,445.5450216,438.44446,1965,554,543,0.473,17,0.031307551,83,0.152854512,443,0.815837937,887,240,285,362,0.270574972,264,37,71,55,73,28,37,71,55,10,28,25,38,0,123,83,58,0.465909091,1.263557989,4.481753516,0.602128717,0.084389252,0.161936132,0.125443483,0.166497713,0.063862137,0.084389252,0.161936132,0.125443483,0.022807906,0.063862137,0.057019765,0.086670043,0,1.865686705,0,0.486187845,0.962334228,0.962334228,0.935071626,0.875025978,0.63558151,0.682827121,0.731858346,0.742783896,0.236877524,0.458731538,3.359848485,0.09443453,15.17309679,0,0.735425642,14.43767115,68.49247219,0,1.436442938,2.872885877,64.63993223,21.54664408,1028.64,0,0,3,4.309328815,0.001526718,13098,17068,5604,8974,0.000958639,0.18490337,0.001325119,0.258660928,0.000918657,0.078848508,0.00211521,0.201111559,14,20,11,13,13.66666667,5670.039763,1803095.534
204810,4.90E+11,4.90E+11,49,49,10408,2,482,"Salt Lake City-Provo-Orem, UT",39340,"Provo-Orem, UT",601388,231279,261327,756.0214767,0,756.0214767,738.89436,840,228,228,0.489,0,0,31,0.135964912,197,0.864035088,523,139,157,227,0.265774379,124,1,0,55,68,0,1,0,55,1,0,65,2,0,58,30,36,0.467741935,0.308569144,1.136833688,0.167818306,0.001353373,0,0.074435539,0.092029394,0,0.001353373,0,0.074435539,0.001353373,0,0.087969273,0.002706747,0,0.47638745,0,0.543859649,0.663484126,0.452898375,0.524076586,0.405622716,0.653265269,0.451936769,0.445019996,0.887237251,0.257261411,0.383307573,4.217741935,0.040045381,8.588853891,0,0.742759274,7.846094617,23.14685566,0,1.693073596,1.693073596,22.85649354,5.079220787,-99999,0,0,-99999,-99999,-99999,13080,17078,-99999,-99999,0.000957322,0.184649265,0.001325896,0.258812475,-99999,-99999,-99999,-99999,15,6,7,1,6.166666667,8762.562746,3059579.515
204811,4.90E+11,4.90E+11,49,11,125906,1,482,"Salt Lake City-Provo-Orem, UT",36260,"Ogden-Clearfield, UT",652744,232494,284177,247.0930812,1.9427002,245.150381,245.15038,2890,1005,956,0.628,27,0.028242678,158,0.165271967,771,0.806485356,1335,356,431,548,0.266666667,116,7,7,45,56,1,7,7,45,17,1,1,38,0,50,34,32,0.431034483,4.099524545,11.78868252,0.473178952,0.028553902,0.028553902,0.183560801,0.228431218,0.004079129,0.028553902,0.028553902,0.183560801,0.069345191,0.004079129,0.004079129,0.155006898,0,4.572703497,0,0.121338912,0.682687546,0.682687546,0.737537186,0.690176217,0.257650721,0.302336013,0.312400531,0.015846382,0.077178975,0.159889731,11.50862069,2.73E-05,20.68441589,0,1.711802613,18.97261328,121.8804551,0,15.66385491,5.221284971,135.7534093,15.66385491,979.02,0,0,4,10.44256994,0.001384083,42321,41696,60674,30258,0.003680981,0.433661236,0.003674029,0.563467074,0.007543135,0.449520282,0.005417314,0.380661232,4,15,16,13,12.83333333,4460.444515,999969.6499
204812,4.90E+11,4.90E+11,49,11,125905,4,482,"Salt Lake City-Provo-Orem, UT",36260,"Ogden-Clearfield, UT",652744,232494,284177,446.5015457,1.9921202,444.5094255,444.50943,2209,702,650,0.537,45,0.069230769,122,0.187692308,483,0.743076923,866,246,317,303,0.284064665,295,16,60,16,104,99,16,60,16,62,99,8,34,0,119,106,70,0.403389831,1.579269083,4.969523369,0.663652962,0.035994737,0.134980264,0.035994737,0.23396579,0.222717435,0.035994737,0.134980264,0.035994737,0.139479606,0.222717435,0.017997368,0.076488816,0,2.242922046,0,0.453846154,0.853736734,0.853736734,0.863947132,0.808468744,0.585880728,0.665763855,0.733356416,0.894715737,0.235623003,0.508182601,2.93559322,0.144338619,11.62562931,0.284571787,0.092529613,11.24852791,46.08910143,1.439789492,2.879578984,0,44.63347426,14.39789492,922.69,0,0,1,1.439789492,0.000452694,38441,38548,1201,1884,0.003343508,0.393903064,0.003396644,0.520925958,0.000149311,0.008897944,0.000337306,0.023701691,13,19,9,13,12.66666667,9535.432301,1806966.279
204813,4.90E+11,4.90E+11,49,11,126105,3,482,"Salt Lake City-Provo-Orem, UT",36260,"Ogden-Clearfield, UT",652744,232494,284177,231.9208941,0.639989,231.2809051,231.28091,1518,380,380,0.488,0,0,60,0.157894737,320,0.842105263,682,202,155,325,0.296187683,132,2,7,12,94,17,2,7,12,12,17,79,3,0,62,29,41,0.46969697,1.643023629,6.563447022,0.570734524,0.008647493,0.030266225,0.051884957,0.406432161,0.073503689,0.008647493,0.030266225,0.051884957,0.051884957,0.073503689,0.341575965,0.012971239,0,2.213758152,0,0.347368421,0.585885763,0.585885763,0.67444324,0.631133849,0.454223839,0.550987412,0.602424721,0.887414628,0.16,0.324324324,5.166666667,0.015503854,13.11198805,0,1.62572552,11.48626253,74.7447784,0,13.83598875,11.068791,77.48153697,2.767197749,759.07,0,0,4,11.068791,0.002635046,45210,43381,27031,22253,0.00393226,0.463264679,0.003822503,0.586237652,0.003360558,0.200266716,0.003984119,0.279954207,9,13,12,14,12.33333333,3968.105516,938570.3307
204814,4.90E+11,4.90E+11,49,11,125503,1,482,"Salt Lake City-Provo-Orem, UT",36260,"Ogden-Clearfield, UT",652744,232494,284177,304.4010074,0,304.4010074,276.97725,2547,706,667,0.542,38,0.056971514,50,0.074962519,579,0.868065967,1326,339,454,533,0.255656109,258,0,2,3,253,0,0,2,3,22,0,173,58,0,94,80,84,0.364341085,2.548945807,9.195701091,0.931484445,0,0.00722081,0.010831214,0.913432421,0,0,0.00722081,0.010831214,0.079428906,0,0.624600035,0.20940348,0,3.480430252,0,0.386806597,0.098905257,0.067513341,0.561015757,0.434212749,0.44884861,0.390132838,0.432330475,0.936182112,0.183957219,0.325757576,5.139534884,0.015930259,16.37863986,0,0.992933909,15.38570595,72.21421567,0,8.409959027,2.102489757,77.792121,12.61493854,461.35,0,0,2,4.204979513,0.000785238,28360,33561,327,2053,0.002466686,0.290603545,0.002957216,0.453533156,4.07E-05,0.002422671,0.000367564,0.025827798,9,6,12,16,11.83333333,4848.424783,1231894.513
204815,4.90E+11,4.90E+11,49,35,113012,1,482,"Salt Lake City-Provo-Orem, UT",41620,"Salt Lake City, UT",1185990,689888,583540,763.3902458,0,763.3902458,763.3902458,2961,970,960,0.563,30,0.03125,173,0.180208333,757,0.788541667,1192,272,313,607,0.228187919,1893,94,229,199,1123,248,94,229,199,630,248,38,455,0,636,641,616,0.335974643,1.270647621,3.87875011,2.479727781,0.123134924,0.299977634,0.260679254,1.47106936,0.324866608,0.123134924,0.299977634,0.260679254,0.825265981,0.324866608,0.049777948,0.596025431,0,3.750375402,0,1.971875,0.756450409,0.756450409,0.871038942,0.815105153,0.807294635,0.631232662,0.682266013,0.457101372,0.779975278,0.772771475,0.629688325,0.69051908,14.15773354,1.139800864,0.492038608,12.52589407,62.06503196,3.353461764,3.353461764,1.676730882,74.61452424,8.383654409,-99999,0,0.038926332,2,1.676730882,0.000675447,103449,91032,-99999,-99999,0.001742254,0.678794759,0.001879054,0.807364836,-99999,-99999,-99999,-99999,19,19,11,1,10.33333333,8001.32492,3089399.289
204816,4.90E+11,4.90E+11,49,35,113012,2,482,"Salt Lake City-Provo-Orem, UT",41620,"Salt Lake City, UT",1185990,689888,583540,777.8727768,0,777.8727768,698.82522,2601,693,685,0.561,13,0.018978102,70,0.102189781,602,0.878832117,1610,383,429,798,0.237888199,6379,269,2002,461,2900,747,269,2002,461,2155,747,246,499,0,978,2101,3300,0.153315567,0.991664268,3.721960693,9.12817657,0.384931729,2.864807884,0.659678539,4.149821611,1.068936808,0.384931729,2.864807884,0.659678539,3.083746749,1.068936808,0.35201935,0.714055512,0,10.11984084,0,9.312408759,0.805631172,0.805631172,0.837515281,0.783734215,0.831169146,0.602833985,0.651055225,0.389017814,0.579287305,0.4030542,0.252390657,0.47349717,15.17952297,1.589976431,1.150403057,12.43914348,66.39728442,2.46826995,6.5820532,0.82275665,78.16188175,9.05032315,624.96,0,0.000154341,2,1.6455133,0.000768935,94946,83519,27664,13239,0.001599049,0.623001161,0.001723973,0.740731872,0.000583132,0.087075035,0.000451303,0.07051661,19,18,11,15,14.83333333,8597.123915,3148007.927
204817,4.90E+11,4.90E+11,49,35,113406,2,482,"Salt Lake City-Provo-Orem, UT",41620,"Salt Lake City, UT",1185990,689888,583540,161.7108885,0,161.7108885,161.7108885,2691,693,687,0.517,26,0.037845706,266,0.387190684,395,0.57496361,962,284,460,218,0.295218295,937,140,53,5,738,1,140,53,5,10,1,0,728,0,213,346,378,0.227321238,4.285425715,16.64080895,5.794291335,0.865742569,0.327745401,0.030919377,4.563700112,0.006183875,0.865742569,0.327745401,0.030919377,0.061838755,0.006183875,0,4.501861357,0,10.07971705,0,1.363901019,0.416155877,0.416155877,0.405345933,0.349268012,0.595890582,0.476159016,0.5285756,0.491037766,0.516538037,0.986835176,1.026680896,0.973671894,24.33615555,0,4.46883604,19.86731951,172.8912645,0,35.61912283,11.87304094,182.0532945,15.83072126,637.03,0,0,7.33,29.0097967,0.002723894,116374,88917,29908,47562,0.001959932,0.763603913,0.001835396,0.788606854,0.000630434,0.094138236,0.001621338,0.253335677,13,5,18,14,13.66666667,3235.68806,654434.7277
204818,4.90E+11,4.90E+11,49,35,113406,3,482,"Salt Lake City-Provo-Orem, UT",41620,"Salt Lake City, UT",1185990,689888,583540,161.0056651,0,161.0056651,136.23488,1534,430,430,0.659,0,0,59,0.137209302,371,0.862790698,643,174,282,187,0.270606532,97,13,33,8,7,36,13,33,8,4,36,0,3,0,56,37,4,0.577319588,3.156313567,11.25996514,0.712005619,0.095423433,0.242228716,0.058722113,0.051381849,0.264249508,0.095423433,0.242228716,0.058722113,0.029361056,0.264249508,0,0.022020792,0,3.868319185,0,0.225581395,0.869576103,0.869576103,0.80859669,0.696730707,0.410263598,0.507766537,0.55639375,0.306128955,0.118945432,0.262162162,6.628865979,0.003592647,24.11297349,0,3.884200682,20.22877281,189.5525849,0,43.72516952,7.950030822,186.8257243,27.82510788,405.02,0,0,5.33,21.18683214,0.003474576,109707,83354,93489,48887,0.001847649,0.719857481,0.001720567,0.739268483,0.001970664,0.294265399,0.001666506,0.260393197,8,15,19,16,15.5,3229.148431,651582.5113
204819,4.90E+11,4.90E+11,49,35,113407,2,482,"Salt Lake City-Provo-Orem, UT",41620,"Salt Lake City, UT",1185990,689888,583540,1985.895751,0,1985.895751,1935.80649,5934,1705,1645,0.5,66,0.040121581,359,0.218237082,1220,0.741641337,3134,734,1230,1170,0.234205488,974,167,4,553,133,117,167,4,553,78,117,45,10,0,223,304,447,0.228952772,0.880769854,3.065389041,0.503149465,0.086268953,0.002066322,0.285669049,0.068705214,0.060439925,0.086268953,0.002066322,0.285669049,0.040293284,0.060439925,0.023246125,0.005165806,0,1.383919319,0,0.592097264,0.728671952,0.728671952,0.664020072,0.621380006,0.611746046,0.694692614,0.704434566,0.742669122,0.281991893,0.474196689,3.217659138,0.108863646,11.08348161,1.324326983,1.920383344,7.83877128,48.14399746,0.322272707,6.767726852,3.222727073,47.05181526,9.023635803,932.08,0,0,6.67,2.149558957,0.001124031,89764,75452,15549,26335,0.001511775,0.58899876,0.001557456,0.669185469,0.000327759,0.048941936,0.000897732,0.140271541,14,12,9,13,11.66666667,12922.79181,8036809.22
204820,4.90E+11,4.90E+11,49,35,113408,1,482,"Salt Lake City-Provo-Orem, UT",41620,"Salt Lake City, UT",1185990,689888,583540,316.3033202,0,316.3033202,316.3033202,2441,680,614,0.512,42,0.068403909,65,0.105863192,507,0.825732899,1275,302,534,439,0.236862745,297,16,20,163,98,0,16,20,163,26,0,72,0,0,75,101,121,0.252525253,2.149835163,7.717275931,0.938972123,0.050584357,0.063230446,0.515328135,0.309829185,0,0.050584357,0.063230446,0.515328135,0.08219958,0,0.227629606,0,0,3.088807286,0,0.483713355,0.746010039,0.642578072,0.761188907,0.58914197,0.601751994,0.499007359,0.484762201,0.454450967,0.216946676,0.377862595,4.292929293,0.037144882,14.5278243,0,0.041830677,14.48599362,71.52223374,0,2.023374271,2.023374271,87.00509366,10.11687136,531.08,0,0,4,8.093497085,0.001638673,66481,57511,23187,27088,0.001119651,0.436224172,0.001187124,0.51006634,0.000488761,0.072983258,0.000923401,0.144282343,13,11,12,15,13,4797.62462,1280061.521
204821,4.90E+11,4.90E+11,49,35,113408,2,482,"Salt Lake City-Provo-Orem, UT",41620,"Salt Lake City, UT",1185990,689888,583540,173.9915114,0,173.9915114,173.9461,2426,600,579,0.561,0,0,90,0.155440415,489,0.844559585,1246,303,517,426,0.24317817,28,0,0,22,6,0,0,0,22,1,0,0,5,0,5,14,9,0.178571429,3.449344366,13.94684905,0.160969404,0,0,0.12647596,0.034493444,0,0,0,0.12647596,0.005748907,0,0,0.028744536,0,3.61031377,0,0.04835924,0.749595257,0.322833105,0.560824484,0.296295259,0.191989024,0.093897404,0.080182236,2.56E-12,0.022819886,0.043956044,44.5,0,22.70395478,0,2.610238116,20.09371667,116.5224662,0,11.0350211,11.0350211,114.0285514,22.07004221,-99999,0,0,-99999,-99999,-99999,74323,67455,-99999,-99999,0.001251723,0.487680527,0.001392385,0.598259898,-99999,-99999,-99999,-99999,3,4,16,1,6.833333333,3447.118058,704132.4734
